h,latitude_deg,season,w,r_g_per_kg,T,P,rho,a
9000,45,summer,0.5,0.17875000000000002,240.226,31954.020000000004,0.4633330813455198,310.70988328213826
9000,45,summer,0.75,0.26812500000000006,240.226,31954.020000000004,0.4633063584003923,310.70988328213826
9000,45,summer,1.0,0.35750000000000004,240.226,31954.020000000004,0.46327963545526474,310.70988328213826
10000,45,summer,0.0,0.0,234.244,27680.12,0.41165879927341936,306.81691626245123
10000,45,summer,0.25,0.053125000000000006,234.244,27680.12,0.4116447452315542,306.81691626245123
10000,45,summer,0.5,0.10625000000000001,234.244,27680.12,0.411630691189689,306.81691626245123
10000,45,summer,0.75,0.15937500000000002,234.244,27680.12,0.4116166371478238,306.81691626245123
10000,45,summer,1.0,0.21250000000000002,234.244,27680.12,0.4116025831059586,306.81691626245123
0,60,winter,0.0,0.0,256.15,101300.0,1.3776947235337262,320.8427595100129
0,60,winter,0.25,0.33,256.15,101300.0,1.3774177599737945,320.8427595100129
0,60,winter,0.5,0.66,256.15,101300.0,1.3771407964138629,320.8427595100129
0,60,winter,0.75,0.99,256.15,101300.0,1.376863832853931,320.8427595100129
0,60,winter,1.0,1.32,256.15,101300.0,1.3765868692939993,320.8427595100129
1000,60,winter,0.0,0.0,258.146,88684.49,1.1967961482923306,322.0903867444665
1000,60,winter,0.25,0.305,258.146,88684.49,1.1965729749245593,322.0903867444665
1000,60,winter,0.5,0.61,258.146,88684.49,1.196349801556788,322.0903867444665
1000,60,winter,0.75,0.915,258.146,88684.49,1.1961266281890166,322.0903867444665
1000,60,winter,1.0,1.22,258.146,88684.49,1.1959034548212453,322.0903867444665
2000,60,winter,0.0,0.0,254.142,77602.59,1.063745369904217,319.5827168925128
2000,60,winter,0.25,0.22749999999999998,254.142,77602.59,1.0635976979145325,319.5827168925128
2000,60,winter,0.5,0.45499999999999996,254.142,77602.59,1.0634500259248478,319.5827168925128
