h,latitude_deg,season,w,r_g_per_kg,T,P,rho,a
8000,60,winter,1.0,0.16,222.649,32883.18,0.5144563522501352,299.1268773544096
9000,60,winter,0.0,0.0,217.157,28157.5,0.45170840273728796,295.41461651279207
9000,60,winter,0.25,0.04625,217.157,28157.5,0.451695516835681,295.41461651279207
9000,60,winter,0.5,0.0925,217.157,28157.5,0.45168263093407396,295.41461651279207
9000,60,winter,0.75,0.13874999999999998,217.157,28157.5,0.451669745032467,295.41461651279207
9000,60,winter,1.0,0.185,217.157,28157.5,0.45165685913086,295.41461651279207
10000,60,winter,0.0,0.0,217.15,24064.99,0.3860679609085597,295.40985516735896
10000,60,winter,0.25,0.06375,217.15,24064.99,0.38605280053562546,295.40985516735896
10000,60,winter,0.5,0.1275,217.15,24064.99,0.3860376401626912,295.40985516735896
10000,60,winter,0.75,0.19125,217.15,24064.99,0.386022479789757,295.40985516735896
10000,60,winter,1.0,0.255,217.15,24064.99,0.38600731941682276,295.40985516735896
0,60,summer,0.0,0.0,282.15,101020.0,1.2472836215086638,336.7325430219063
0,60,summer,0.25,1.71375,282.15,101020.0,1.2459972445218155,336.7325430219063
0,60,summer,0.5,3.4275,282.15,101020.0,1.2447108675349674,336.7325430219063
0,60,summer,0.75,5.14125,282.15,101020.0,1.243424490548119,336.7325430219063
0,60,summer,1.0,6.855,282.15,101020.0,1.242138113561271,336.7325430219063
1000,60,summer,0.0,0.0,277.945,89406.17,1.1205894643928178,334.21389037411353
1000,60,summer,0.25,1.3912499999999999,277.945,89406.17,1.1196466549570645,334.21389037411353
1000,60,summer,0.5,2.7824999999999998,277.945,89406.17,1.1187038455213114,334.21389037411353
1000,60,summer,0.75,4.17375,277.945,89406.17,1.117761036085558,334.21389037411353
1000,60,summer,1.0,5.5649999999999995,277.945,89406.17,1.116818226649805,334.21389037411353
2000,60,summer,0.0,0.0,273.742,78983.45000000001,1.0051539271959766,331.677324000903
2000,60,summer,0.25,1.04125,273.742,78983.45000000001,1.0045183427301876,331.677324000903
2000,60,summer,0.5,2.0825,273.742,78983.45000000001,1.0038827582643985,331.677324000903
2000,60,summer,0.75,3.1237500000000002,273.742,78983.45000000001,1.0032471737986093,331.677324000903
2000,60,summer,1.0,4.165,273.742,78983.45000000001,1.0026115893328202,331.677324000903
3000,60,summer,0.0,0.0,269.54,69644.84,0.9001266725476041,329.1218191916179
3000,60,summer,0.25,0.7175,269.54,69644.84,0.8997327814064338,329.1218191916179
3000,60,summer,0.5,1.435,269.54,69644.84,0.8993388902652635,329.1218191916179
3000,60,summer,0.75,2.1525,269.54,69644.84,0.898944999124093,329.1218191916179
3000,60,summer,1.0,2.87,269.54,69644.84,0.8985511079829226,329.1218191916179
4000,60,summer,0.0,0.0,265.339,61291.59,0.8047068711880522,326.5469313189147
4000,60,summer,0.25,0.50125,265.339,61291.59,0.8044612115426294,326.5469313189147
4000,60,summer,0.5,1.0025,265.339,61291.59,0.8042155518972065,326.5469313189147
4000,60,summer,0.75,1.50375,265.339,61291.59,0.8039698922517837,326.5469313189147
4000,60,summer,1.0,2.005,265.339,61291.59,0.8037242326063609,326.5469313189147
5000,60,summer,0.0,0.0,261.133,53832.53,0.7181595547573352,323.9484765647154
5000,60,summer,0.25,0.34875,261.133,53832.53,0.718006381044938,323.9484765647154
5000,60,summer,0.5,0.6975,261.133,53832.53,0.7178532073325407,323.9484765647154
5000,60,summer,0.75,1.0462500000000001,261.133,53832.53,0.7177000336201435,323.9484765647154
5000,60,summer,1.0,1.395,261.133,53832.53,0.7175468599077461,323.9484765647154
6000,60,summer,0.0,0.0,254.136,47149.689999999995,0.6463244147639852,319.57894438025795
6000,60,summer,0.25,0.25125,254.136,47149.689999999995,0.64622466904765,319.57894438025795
6000,60,summer,0.5,0.5025,254.136,47149.689999999995,0.6461249233313149,319.57894438025795
6000,60,summer,0.75,0.7537499999999999,254.136,47149.689999999995,0.6460251776149797,319.57894438025795
6000,60,summer,1.0,1.005,254.136,47149.689999999995,0.6459254318986446,319.57894438025795
7000,60,summer,0.0,0.0,247.142,41149.340000000004,0.5800350357341367,315.1507473200722
7000,60,summer,0.25,0.16499999999999998,247.142,41149.340000000004,0.5799764251785705,315.1507473200722
7000,60,summer,0.5,0.32999999999999996,247.142,41149.340000000004,0.5799178146230043,315.1507473200722
7000,60,summer,0.75,0.49499999999999994,247.142,41149.340000000004,0.5798592040674382,315.1507473200722
7000,60,summer,1.0,0.6599999999999999,247.142,41149.340000000004,0.579800593511872,315.1507473200722
8000,60,summer,0.0,0.0,240.149,35767.68,0.5188572611086835,310.6600831387901
8000,60,summer,0.25,0.10750000000000001,240.149,35767.68,0.5188229899376328,310.6600831387901
8000,60,summer,0.5,0.21500000000000002,240.149,35767.68,0.518788718766582,310.6600831387901
8000,60,summer,0.75,0.3225,240.149,35767.68,0.5187544475955311,310.6600831387901
8000,60,summer,1.0,0.43000000000000005,240.149,35767.68,0.5187201764244804,310.6600831387901
9000,60,summer,0.0,0.0,233.159,30965.570000000003,0.4626630373839929,306.1055154645208
9000,60,summer,0.25,0.065,233.159,30965.570000000003,0.46264397613726166,306.1055154645208
9000,60,summer,0.5,0.13,233.159,30965.570000000003,0.46262491489053054,306.1055154645208
9000,60,summer,0.75,0.195,233.159,30965.570000000003,0.4626058536437993,306.1055154645208
9000,60,summer,1.0,0.26,233.159,30965.570000000003,0.46258679239706807,306.1055154645208
10000,60,summer,0.0,0.0,226.171,26692.09,0.4111341691159023,301.4834816174843
10000,60,summer,0.25,0.04,226.171,26692.09,0.411123252348337,301.4834816174843
10000,60,summer,0.5,0.08,226.171,26692.09,0.41111233558077176,301.4834816174843
10000,60,summer,0.75,0.12,226.171,26692.09,0.4111014188132065,301.4834816174843
10000,60,summer,1.0,0.16,226.171,26692.09,0.41109050204564124,301.4834816174843
0,80,winter,0.0,0.0,248.95,101380.0,1.4186591589138016,316.3014101928728
0,80,winter,0.25,0.1675,248.95,101380.0,1.4185150190571594,316.3014101928728
0,80,winter,0.5,0.335,248.95,101380.0,1.418370879200517,316.3014101928728
0,80,winter,0.75,0.5025000000000001,248.95,101380.0,1.4182267393438748,316.3014101928728
0,80,winter,1.0,0.67,248.95,101380.0,1.4180825994872326,316.3014101928728
1000,80,winter,0.0,0.0,253.044,88451.73999999999,1.2177222641979693,318.89160394215463
1000,80,winter,0.25,0.2,253.044,88451.73999999999,1.217573951434962,318.89160394215463
1000,80,winter,0.5,0.4,253.044,88451.73999999999,1.2174256386719546,318.89160394215463
1000,80,winter,0.75,0.6000000000000001,253.044,88451.73999999999,1.2172773259089473,318.89160394215463
1000,80,winter,1.0,0.8,253.044,88451.73999999999,1.21712901314594,318.89160394215463
2000,80,winter,0.0,0.0,250.238,77202.17,1.074766589253534,317.11858359232116
2000,80,winter,0.25,0.1475,250.238,77202.17,1.0746718676689817,317.11858359232116
2000,80,winter,0.5,0.295,250.238,77202.17,1.0745771460844296,317.11858359232116
2000,80,winter,0.75,0.4425,250.238,77202.17,1.0744824244998772,317.11858359232116
2000,80,winter,1.0,0.59,250.238,77202.17,1.0743877029153248,317.11858359232116
3000,80,winter,0.0,0.0,247.412,67283.01,0.947376400197055,315.3228497435605
3000,80,winter,0.25,0.1025,247.412,67283.01,0.9473178536030187,315.3228497435605
3000,80,winter,0.5,0.205,247.412,67283.01,0.9472593070089821,315.3228497435605
3000,80,winter,0.75,0.3075,247.412,67283.01,0.9472007604149457,315.3228497435605
3000,80,winter,1.0,0.41,247.412,67283.01,0.9471422138209092,315.3228497435605
4000,80,winter,0.0,0.0,240.903,58486.149999999994,0.8457631040090379,311.14739337265866
4000,80,winter,0.25,0.0625,240.903,58486.149999999994,0.8457303066592398,311.14739337265866
4000,80,winter,0.5,0.125,240.903,58486.149999999994,0.8456975093094418,311.14739337265866
4000,80,winter,0.75,0.1875,240.903,58486.149999999994,0.8456647119596435,311.14739337265866
4000,80,winter,1.0,0.25,240.903,58486.149999999994,0.8456319146098455,311.14739337265866
5000,80,winter,0.0,0.0,234.396,50646.99,0.7527336893467408,306.9164462572835
5000,80,winter,0.25,0.03,234.396,50646.99,0.7527196444185735,306.9164462572835
5000,80,winter,0.5,0.06,234.396,50646.99,0.7527055994904065,306.9164462572835
5000,80,winter,0.75,0.09,234.396,50646.99,0.7526915545622394,306.9164462572835
5000,80,winter,1.0,0.12,234.396,50646.99,0.7526775096340721,306.9164462572835
6000,80,winter,0.0,0.0,227.892,43683.27,0.6677654899938326,302.6283449817614
6000,80,winter,0.25,0.0225,227.892,43683.27,0.6677568225329756,302.6283449817614
6000,80,winter,0.5,0.045,227.892,43683.27,0.6677481550721187,302.6283449817614
6000,80,winter,0.75,0.0675,227.892,43683.27,0.6677394876112618,302.6283449817614
6000,80,winter,1.0,0.09,227.892,43683.27,0.667730820150405,302.6283449817614
7000,80,winter,0.0,0.0,221.389,37517.8,0.590363141765612,298.27927729528915
7000,80,winter,0.25,0.0275,221.389,37517.8,0.5903527327006274,298.27927729528915
7000,80,winter,0.5,0.055,221.389,37517.8,0.5903423236356429,298.27927729528915
7000,80,winter,0.75,0.0825,221.389,37517.8,0.5903319145706583,298.27927729528915
7000,80,winter,1.0,0.11,221.389,37517.8,0.5903215055056736,298.27927729528915
8000,80,winter,0.0,0.0,214.94,32078.289999999997,0.5199144340800003,293.9027739712574
8000,80,winter,0.25,0.04,214.94,32078.289999999997,0.5199021810792273,293.9027739712574
8000,80,winter,0.5,0.08,214.94,32078.289999999997,0.5198899280784544,293.9027739712574
8000,80,winter,0.75,0.12,214.94,32078.289999999997,0.5198776750776815,293.9027739712574
8000,80,winter,1.0,0.16,214.94,32078.289999999997,0.5198654220769084,293.9027739712574
9000,80,winter,0.0,0.0,213.89,27354.59,0.44553070423213414,293.1840252094237
9000,80,winter,0.25,0.0525,213.89,27354.59,0.4455168519366346,293.1840252094237
9000,80,winter,0.5,0.105,213.89,27354.59,0.44550299964113504,293.1840252094237
9000,80,winter,0.75,0.1575,213.89,27354.59,0.4454891473456355,293.1840252094237
9000,80,winter,1.0,0.21,213.89,27354.59,0.44547529505013594,293.1840252094237
10000,80,winter,0.0,0.0,212.841,23309.379999999997,0.38151651401411657,292.46419712881095
10000,80,winter,0.25,0.07,212.841,23309.379999999997,0.38150104671701374,292.46419712881095
10000,80,winter,0.5,0.14,212.841,23309.379999999997,0.38148557941991085,292.46419712881095
10000,80,winter,0.75,0.21000000000000002,212.841,23309.379999999997,0.381470112122808,292.46419712881095
10000,80,winter,1.0,0.28,212.841,23309.379999999997,0.3814546448257051,292.46419712881095
0,80,summer,0.0,0.0,276.65,101200.0,1.274347137936491,333.4343974907208
0,80,summer,0.25,1.31,276.65,101200.0,1.2733416062681897,333.4343974907208
0,80,summer,0.5,2.62,276.65,101200.0,1.2723360745998888,333.4343974907208
0,80,summer,0.75,3.93,276.65,101200.0,1.2713305429315875,333.4343974907208
0,80,summer,1.0,5.24,276.65,101200.0,1.2703250112632865,333.4343974907208
1000,80,summer,0.0,0.0,272.541,89335.62,1.1419069617124082,330.9489331334972
1000,80,summer,0.25,1.18,272.541,89335.62,1.141094032111601,330.9489331334972
1000,80,summer,0.5,2.36,272.541,89335.62,1.1402811025107937,330.9489331334972
1000,80,summer,0.75,3.54,272.541,89335.62,1.1394681729099867,330.9489331334972
1000,80,summer,1.0,4.72,272.541,89335.62,1.1386552433091794,330.9489331334972
2000,80,summer,0.0,0.0,268.433,78716.07,1.021563595834467,328.4452726537558
2000,80,summer,0.25,0.8775,268.433,78716.07,1.0210215249481231,328.4452726537558
2000,80,summer,0.5,1.755,268.433,78716.07,1.0204794540617794,328.4452726537558
2000,80,summer,0.75,2.6325,268.433,78716.07,1.0199373831754353,328.4452726537558
2000,80,summer,1.0,3.51,268.433,78716.07,1.0193953122890913,328.4452726537558
3000,80,summer,0.0,0.0,264.326,69226.45999999999,0.9123682212073452,325.9229967173228
3000,80,summer,0.25,0.5575,264.326,69226.45999999999,0.9120593470914043,325.9229967173228
3000,80,summer,0.5,1.115,264.326,69226.45999999999,0.9117504729754635,325.9229967173228
3000,80,summer,0.75,1.6724999999999999,264.326,69226.45999999999,0.9114415988595226,325.9229967173228
3000,80,summer,1.0,2.23,264.326,69226.45999999999,0.9111327247435816,325.9229967173228
4000,80,summer,0.0,0.0,260.204,60761.030000000006,0.8134840997941571,323.3717277944997
4000,80,summer,0.25,0.385,260.204,60761.030000000006,0.8132943212944415,323.3717277944997
4000,80,summer,0.5,0.77,260.204,60761.030000000006,0.8131045427947257,323.3717277944997
4000,80,summer,0.75,1.155,260.204,60761.030000000006,0.81291476429501,323.3717277944997
4000,80,summer,1.0,1.54,260.204,60761.030000000006,0.8127249857952942,323.3717277944997
5000,80,summer,0.0,0.0,253.792,53190.28,0.7301166597499649,319.362579157922
5000,80,summer,0.25,0.2675,253.792,53190.28,0.729998618667731,319.362579157922
5000,80,summer,0.5,0.535,253.792,53190.28,0.7298805775854972,319.362579157922
5000,80,summer,0.75,0.8025,253.792,53190.28,0.7297625365032634,319.362579157922
5000,80,summer,1.0,1.07,253.792,53190.28,0.7296444954210296,319.362579157922
6000,80,summer,0.0,0.0,247.393,46406.689999999995,0.6534781876945571,315.3107419048707
6000,80,summer,0.25,0.1775,247.393,46406.689999999995,0.6534076602446772,315.3107419048707
6000,80,summer,0.5,0.355,247.393,46406.689999999995,0.6533371327947972,315.3107419048707
6000,80,summer,0.75,0.5325,247.393,46406.689999999995,0.6532666053449173,315.3107419048707
6000,80,summer,1.0,0.71,247.393,46406.689999999995,0.6531960778950374,315.3107419048707
7000,80,summer,0.0,0.0,240.99,40345.39,0.5832205340141764,311.2035723734546
7000,80,summer,0.25,0.12,240.99,40345.39,0.583178186064277,311.2035723734546
7000,80,summer,0.5,0.24,240.99,40345.39,0.5831358381143774,311.2035723734546
7000,80,summer,0.75,0.36,240.99,40345.39,0.5830934901644781,311.2035723734546
7000,80,summer,1.0,0.48,240.99,40345.39,0.5830511422145785,311.2035723734546
8000,80,summer,0.0,0.0,234.59,34945.42,0.5189418302509574,307.0434310940392
8000,80,summer,0.25,0.085,234.59,34945.42,0.518915166955561,307.0434310940392
8000,80,summer,0.5,0.17,234.59,34945.42,0.5188885036601644,307.0434310940392
8000,80,summer,0.75,0.255,234.59,34945.42,0.5188618403647679,307.0434310940392
8000,80,summer,1.0,0.34,234.59,34945.42,0.5188351770693714,307.0434310940392
9000,80,summer,0.0,0.0,228.255,30149.51,0.4601483494023148,302.8692713383119
9000,80,summer,0.25,0.0575,228.255,30149.51,0.4601324843282488,302.8692713383119
9000,80,summer,0.5,0.115,228.255,30149.51,0.4601166192541828,302.8692713383119
9000,80,summer,0.75,0.17250000000000001,228.255,30149.51,0.4601007541801168,302.8692713383119
9000,80,summer,1.0,0.23,228.255,30149.51,0.4600848891060508,302.8692713383119
10000,80,summer,0.0,0.0,228.754,25964.850000000002,0.39541672160540264,303.2001496483799
10000,80,summer,0.25,0.04,228.754,25964.850000000002,0.3954066476723223,303.2001496483799
10000,80,summer,0.5,0.08,228.754,25964.850000000002,0.3953965737392419,303.2001496483799
10000,80,summer,0.75,0.12,228.754,25964.850000000002,0.39538649980616153,303.2001496483799
10000,80,summer,1.0,0.16,228.754,25964.850000000002,0.39537642587308114,303.2001496483799
