method,10,25,50,100,200,500,1000
Линейная интерполяция,0.9999999999999656,0.9999999999991065,0.9999999999872728,0.9999999998070661,0.9999999969922736,0.9999998843143969,0.9999981597164267
Кубический сплайн,0.9999999999721834,0.999999999697355,0.9999999978417975,0.9999999836401418,0.9999998724747096,0.9999980375404819,0.9999843776814692
PCHIP,0.9999999999679873,0.9999999996209689,0.9999999972908604,0.9999999794607846,0.9999998398944707,0.9999975361539101,0.9999803863231118
Полином 15-й степени,0.9999520761623328,0.9999520614547361,0.9999520092047516,0.9999518556345218,0.9999515450568887,0.999949385405554,0.9985023064577119
Линейная регрессия,0.8889412442555074,0.8889408146105834,0.8889390414660057,0.8889315521726222,0.888900962439459,0.8886874887928637,0.8879457086086494
Полиномиальная регрессия (5),0.9602886404356702,0.9602872718756023,0.9602819298886424,0.960260128442566,0.9601746796023755,0.9596290335858594,0.9579685200085735
"MLP (50,25)",-3.370923370482342,-13.54441686406259,-231.79857068312924,-28.37371505666215,-10.87972070157696,-13.484066095671873,-10.64985510823316
Случайный лес,0.9999995999612542,0.9999993225075556,0.9999969016418875,0.999988252770833,0.9999526408894297,0.9996665693450166,0.9979295743305984
Гауссовский процесс,,,-8.538060986273965e-07,-9.22821410326291e-06,-3.945031776714236e-05,-0.00024482694055844023,-0.0009548776844626738
PINN,0.8525817328064882,0.8475075199723736,0.7946419409606449,0.8069339649997387,0.7910751132237319,0.7154083951765462,0.8125232410827113
