method,10,25,50,100,200,500,1000
Линейная интерполяция,2.451451003828613e-09,1.225725475420168e-08,4.4943267522334345e-08,1.7160157006720373e-07,6.700633201167975e-07,4.126611350676009e-06,1.642475630766221e-05
Кубический сплайн,3.2236333244793152e-12,3.8937385171786026e-11,2.8409409764459257e-10,2.1663118360175105e-09,1.690593481273408e-08,2.599639024079558e-07,2.065876755964999e-06
PCHIP,1.1287667606683782e-12,1.2228678598259484e-11,8.730300498475144e-11,6.637277759007561e-10,5.188168706714042e-09,8.041019529287542e-08,6.47814603510888e-07
Полином 15-й степени,2.3045708785892964e-05,2.2993664160067185e-05,2.294219889198078e-05,2.2941749848498218e-05,2.3249120627623915e-05,2.703568192971599e-05,0.00015927008958645613
Линейная регрессия,0.001932075069221255,0.0019331613718286495,0.0019349830793354708,0.0019386655877000353,0.0019462061615370195,0.0019700957739184335,0.0020142606312379455
Полиномиальная регрессия (5),0.0011289522285608472,0.001129482031851442,0.0011304078507398273,0.0011324615462736662,0.0011372449192463166,0.0011566620358475991,0.0012024142796163235
"MLP (50,25)",0.10710299595751381,0.24075691990274822,0.2744916950291834,0.3645756003252466,0.23507310109410262,0.37286845234765387,0.2321798487629901
Случайный лес,6.916417052592299e-09,3.1113499728207035e-08,1.2919886057440617e-07,4.890907111587476e-07,2.1017931219575706e-06,1.409690654934362e-05,4.547568511986674e-05
Гауссовский процесс,,,0.0023973649077026677,0.0024071037495006073,0.00242662703424298,0.0024855611024449213,0.0025849922766744272
PINN,0.0007829280802980065,0.00016924896044656634,0.00032057843054644763,0.00014931765326764435,0.00016716848767828196,0.001034506130963564,0.0006127006490714848
