method,10,25,50,100,200,500,1000
Линейная интерполяция,9.544426959041864e-07,0.0003399293793362204,0.0010790669716251638,0.0025568186270702197,0.005487589172321148,0.01430242666792541,0.02913015408821045
Кубический сплайн,9.09735077248865e-07,4.0619735985764476e-07,7.456774398346071e-07,2.282429917968582e-06,8.635427025112205e-06,5.570285578732719e-05,0.0002403771024135654
PCHIP,9.153899140794879e-07,6.175094065763438e-07,1.990951796448001e-06,8.166420196968337e-06,3.3328893935514794e-05,0.0002125383190611076,0.000868035205572973
Полином 15-й степени,0.0007090140574005136,0.0007005237836053488,0.0006891586163671339,0.0006735599860378954,0.000665040066749715,0.0007895930985152247,0.004335426530344335
Линейная регрессия,0.6152499481963081,0.6151764817481894,0.6150543759687404,0.6148112228250253,0.6143279319823062,0.6128986340329318,0.610591398801595
Полиномиальная регрессия (5),0.7840895511648439,0.7835819923448771,0.7827550022075914,0.7811786782282405,0.7783306107130396,0.7721122917622434,0.7686750660575049
"MLP (50,25)",0.08148474296853941,0.6950417141347325,0.8297315477653971,0.8588501389502402,0.7673336688068434,0.75720161585787,0.740089345055933
Градиентный бустинг,0.8193508868131413,1.4097330524310376,1.6706508620543947,1.8420188694127628,1.9227648828669075,1.9691656088907115,1.9836562199718166
Случайный лес,0.050946972929752136,0.5936864330951716,1.0769574203584602,1.3515847940632717,1.5344438405103311,1.6436303281154305,1.6573743691460794
SVR (RBF),0.5344124201948867,0.8886258934274212,1.2325700579562955,1.5256112925602243,1.6770913285418103,1.7676230697458903,1.7978717790085992
Гауссовский процесс,,,0.000848274730089546,0.00107730314633292,0.001355811642288417,0.0018227293091373122,0.0020676637198617127
PINN,115.75650167208391,115.8829348841759,115.29076913578378,115.62746130829102,116.22653045075498,115.46522275975455,116.20366706275375
