method,10,25,50,100,200,500,1000
Линейная интерполяция,3.676618242423046e-07,1.8383090762341681e-06,6.740466068543406e-06,2.5736316658971623e-05,0.00010049405872781592,0.0006188907277580332,0.002463227930013017
Кубический сплайн,4.791701139623683e-06,2.3958505680212737e-05,8.784785464390172e-05,0.0003354190882464835,0.0013097317720305222,0.008066034538183966,0.03210608015669856
PCHIP,2.7664900052286614e-06,1.3832559165347646e-05,5.071980219928681e-05,0.00019366082817845454,0.0007562272051091832,0.004657839509375816,0.018544038763447
Полином 15-й степени,0.105292153480227,0.10528323853321839,0.10531900312016391,0.10557701110609595,0.10657522036630966,0.11467566352993885,0.3758087961568034
Линейная регрессия,5.014706989205028,5.014730973422272,5.014781654441513,5.0149351972213925,5.015399874608627,5.018096261351982,5.026500294285808
Полиномиальная регрессия (5),1.8665168927069702,1.8687961879573731,1.8726247881925975,1.8803942429578289,1.8964752284211368,1.947439352530718,2.0386303613665886
"MLP (50,25)",0.4033301079827381,0.7253483377882329,4.775177888489384,6.017496356070422,1.8313240531913386,1.7617404904788057,1.8656954480007317
Градиентный бустинг,0.019384636260682413,0.02103560915990908,0.0315645931654415,0.05950715696992298,0.11595655233731549,0.2854997174231025,0.5681346216820242
Случайный лес,0.006560596251297739,0.007362253566069192,0.015922538819394594,0.031405605643669954,0.06372686889168741,0.16518782973423093,0.40255632776560396
SVR (RBF),0.11310352431975473,0.12226412292679686,0.12994375411084463,0.14097953706325236,0.1681865487822254,0.19952400091506195,0.22794063521448857
Гауссовский процесс,,,0.003303715671329886,0.004590901123952404,0.006241315791276619,0.02172793869153582,0.07837293848471277
PINN,132.98378814428517,132.9664352683474,132.88387840619546,132.7910950506694,132.26197147823473,133.1320419100957,132.78882336908427
