method,10,25,50,100,200,500,1000
Линейная интерполяция,15.687713322156682,15.768150786338206,15.902495521043699,16.172247359772634,16.716029976141293,18.38222458557583,21.2795987477495
Кубический сплайн,0.5594480158445967,0.5714860008392689,0.5919735237875492,0.6345772702695455,0.7265737419771185,1.0585307103612491,1.3117872256977672
PCHIP,9.194768338112565,9.276394608944146,9.413593304396146,9.692358314662007,10.267648076148125,12.141735375390349,15.802867853584662
Полином 15-й степени,4170.991002135565,4238.295507993302,4335.1045528974655,4483.205279804247,4655.453315951819,3670.2597873885834,155173.89578251002
Линейная регрессия,291.3959999900459,291.3160065307169,291.1824572817567,290.91450753989244,290.3751978445832,288.7298826082057,285.8957515943665
Полиномиальная регрессия (5),2336.247996868535,2329.453612658261,2318.3261601898803,2296.798240724632,2256.576772006197,2157.263170603687,994.3751960713328
"MLP (50,25)",41.18822651243721,304.5831255149006,166.6643978677094,296.2052434961331,290.9285577140841,276.73551073388126,255.35008692915545
Градиентный бустинг,52.4253737305856,52.37380772355279,52.342882044114816,52.26560498168541,52.25470383401425,52.254636925293006,52.25463684489098
Случайный лес,52.521978444224914,52.58290169311146,52.95660926993101,53.694404428506935,55.446723176148694,58.95880759852001,68.33006768724577
SVR (RBF),298.8993880352436,325.739664159432,344.16956829387766,363.5293058337965,373.24645318992174,379.0075945263781,381.9251049790731
Гауссовский процесс,,,4.460256312131428,4.962890200502551,5.559301984738798,6.274704730323874,6.251698786552491
PINN,97.45620395056545,97.44971181166252,97.460409748896,97.45971717951576,97.45449402093878,97.45632546840693,97.45458544864807
